id,module_id,code,question_type,question_text,question_image_original,question_image,answer,question_order_text,question_graph_content,seq_no,difficulty,points_earned,translatable,status,created_by,updated_by,created_by,updated_by,deleted_by
21028,285,21028,FIB,"Identify the subject and predicate. If there is no subject or predicate, write NS and NP. <br/> <br/> <u> Reading the news. </u>",,,NS,,,14,2,1,,Enabled,,,,,
21029,285,21029,MC,Pick the best answer that matches the sentence. <br/><br/>I <u>am looking</u> forward for tomorrow's event.,,,,,,7,1,1,,Enabled,,,,,
21030,285,21030,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate. <br/><br/> ____ will return tomorrow. (Use one of these, It, Those, Yours)",,,It,,,8,1,1,,Enabled,,,,,
21031,285,21031,FiB,Fill in the blanks with the appropriate word and identify if it's a subject or predicate. <br/><br/>Leo and jude___ going home.   <br/>  Word:__________   <br/>  Subject or Predicate? _______________,,,"are,Predicate",,,9,1,1,,Enabled,,,,,
21032,285,21032,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate. <br/><br/>Jim is ____ notes (cooking, working, writing).  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"writing,Predicate",,,10,1,1,,Enabled,,,,,
21033,285,21033,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate. <br/><br/> ______ (Our, Yours, He) is sleeping on the sofa.  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"He,Subject",,,11,1,1,,Enabled,,,,,
21034,285,21034,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate. <br/><br/>Peter and ___ (We, Yours, I) are studying for the exam tomorrow.  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"I,Subject",,,12,1,1,,Enabled,,,,,
21035,285,21035,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate. <br/><br/>Ethan is____ (eating, finding, shopping) dinner. <br/>  Word:__________   <br/>  Subject or Predicate? _______________ ",,,"eating,Predicate",,,13,1,1,,Enabled,,,,,
21036,285,21036,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate.<br/> <br/> Yesterday, Jill_____ (is finding, was playing, were going) with her friends.  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"was,Predicate",,,14,1,1,,Enabled,,,,,
21037,285,21037,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate.<br/> <br/> Tomorrow, Sean___arrive from Malaysia.  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"will,Predicate",,,15,1,1,,Enabled,,,,,
21038,285,21038,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate.<br/> <br/> ______ (Our, I, We) are cleaning the house.  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"We,Subject",,,16,1,1,,Enabled,,,,,
21039,285,21039,FiB,"Fill in the blanks with the appropriate word and identify if it's a subject or predicate.<br/> <br/>  _____  (It, Our, They) were camping last night.  <br/>  Word:__________   <br/>  Subject or Predicate? _______________",,,"They,Subject",,,17,1,1,,Enabled,,,,,
21040,285,21040,FiB,Identify and write the subject and predicate.<br/> <br/>  <u> George was sleeping </u> outside.  <br/>Subject________. <br/> Predicate_________ ,,,"George,was sleeping",,,18,1,1,,Enabled,,,,,
21041,285,21041,FiB,Identify and write the subject and predicate.<br/> <br/>  <u> Lucas can play  </u>the guitar really well. <br/>Subject________. <br/> Predicate_________ ,,,"Lucas,can play",,,19,1,1,,Enabled,,,,,
21042,285,21042,FiB,Identify and write the subject and predicate.<br/> <br/>  <u>  The cat is hiding </u> inside the box.  <br/> Subject________ <br/> Predicate_________ ,,,"The cat,is hiding",,,20,1,1,,Enabled,,,,,
21043,285,21043,FiB,Identify and write the subject and predicate.<br/>  <br/>  <u> Stanley is swimmin in the pool.  <br/>Subject________. <br/> Predicate_________ ,,,"Stanley,is swimming",,,15,2,1,,Enabled,,,,,
21044,285,21044,FiB,Identify and write the subject and predicate.<br/> <br/>  <u>  Peter and Justin are </u> good friends well.  <br/>Subject________. <br/> Predicate_________ ,,,"Peter and Justin,are",,,16,2,1,,Enabled,,,,,
21045,285,21045,FiB,Identify and write the subject and predicate.<br/> <br/>  <u> The doctor said </u> to rest for a week. <br/>Subject________. <br/> Predicate_________  ,,,"The doctor,said to rest",,,17,2,1,,Enabled,,,,,
21046,285,21046,FiB,Identify and write the subject and predicate.<br/> <br/>  <u> He knows </u> that smoking is bad.  <br/>Subject________. <br/> Predicate_________ ,,,"He,knows that smoking is bad",,,18,2,1,,Enabled,,,,,
21047,285,21047,FiB,Identify and write the subject and predicate.<br/> <br/>  <u> Zack and Ryan will clean </u> the bathroom in an hour.  <br/>Subject________. <br/> Predicate_________ ,,,"Zack and Ryan,will clean",,,19,2,1,,Enabled,,,,,
21048,285,21048,FiB,Identify and write the subject and predicate.<br/>  <br/>  <u> Mario and Luigi are </u> both brothers. <br/>Subject________. <br/> Predicate_________  ,,,"Mario and Luigi,are",,,20,2,1,,Enabled,,,,,
21049,286,21049,MC,"Identify and choose whether the sentence is a run-on,fragmented or it is a complete sentence.<br/> <br/> In Europe, after going through a crisis, but before the Second World War. ",,,,,,2,3,1,,Enabled,,,,,
21050,286,21050,MC,"Identify and choose whether the sentence is a run-on,fragmented or it is a complete sentence.<br/> <br/> Jack and Blake are trying hard to save up some money.",,,,,,3,3,1,,Enabled,,,,,
21051,286,21051,MC,"Identify and choose whether the sentence is a run-on,fragmented or it is a complete sentence.<br/> <br/> Dexter has been depressed for several months,however, he has been going to the hospital to see his doctor for weeks now",,,,,,4,3,1,,Enabled,,,,,
21052,286,21052,MC,"Identify and choose whether the sentence is a run-on,fragmented or it is a complete sentence.<br/>  <br/> The soda I drank is incredibly delicious,it is even made by my favorite soda company.",,,,,,5,3,1,,Enabled,,,,,
21053,286,21053,MC,"Identify and choose whether the sentence is a run-on,fragmented or it is a complete sentence.<br/> <br/> While I think he is the most qualified candidate among the people here.",,,,,,23,3,1,,Enabled,,,,,
21054,286,21054,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>The rainbow in the sky",,,,,,6,3,1,,Enabled,,,,,
21055,286,21055,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>I went to the park to play ball, it suddenly rained.",,,,,,7,3,1,,Enabled,,,,,
21056,286,21056,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>The car got into an accident, I have to check the driver's condition.",,,,,,8,3,1,,Enabled,,,,,
21057,286,21057,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>The car got into an accident, I have to check the driver's condition. I was told to report to the office as soon as possible. However, I arrived there in the afternoon.",,,,,,9,3,1,,Enabled,,,,,
21058,286,21058,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>I decided to go home because it was getting dark. ",,,,,,10,3,1,,Enabled,,,,,
21059,286,21059,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>After thinking about it for a long time.",,,,,,11,3,1,,Enabled,,,,,
21060,286,21060,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> The white haired fluffy dog",,,,,,12,3,1,,Enabled,,,,,
21061,286,21061,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> Mark is the dark horse of this competition,but, it won't be long until someone catches up to him.",,,,,,13,3,1,,Enabled,,,,,
21062,286,21062,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> William is the best actor in the theater, he wants to go professional.",,,,,,14,3,1,,Enabled,,,,,
21063,286,21063,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> The basketball tournament starts tomorrow, and everyone is tense.",,,,,,15,3,1,,Enabled,,,,,
21064,286,21064,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/>  Even though he tried his best, he still lost the spelling bee competition.",,,,,,16,3,1,,Enabled,,,,,
21065,286,21065,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> The gorgeous woman in the red dress.",,,,,,17,3,1,,Enabled,,,,,
21066,286,21066,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/> <br/> The man running after the car",,,,,,18,3,1,,Enabled,,,,,
21067,286,21067,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> Although, it is very dangerous.",,,,,,19,3,1,,Enabled,,,,,
21068,286,21068,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> I went to Chinatown to buy some food,it was very crowded.",,,,,,20,3,1,,Enabled,,,,,
21069,286,21069,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> The clerk assisted me with my shopping,he carried my groceries.",,,,,,21,3,1,,Enabled,,,,,
21070,286,21070,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> I was looking for my pencil, someone gave me another one.",,,,,,22,3,1,,Enabled,,,,,
21071,286,21071,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> Steve is fishing in the seas. I think he's preparing for the fishing competition.",,,,,,1,2,1,,Enabled,,,,,
21072,286,21072,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> I went to visit my grandparents. They were very happy to see me visiting them.",,,,,,2,2,1,,Enabled,,,,,
21073,286,21073,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> Josh has been looking at that painting for a while. But, he does not seem to realize that it is getting late.",,,,,,3,2,1,,Enabled,,,,,
21074,286,21074,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> The toast is getting burnt,I should take it out of the toaster.",,,,,,4,2,1,,Enabled,,,,,
21075,286,21075,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> I can't understand a word he is saying, but,he is trying hard to relay his message to me.",,,,,,5,2,1,,Enabled,,,,,
21076,286,21076,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> Maybe, I should check if dinner is ready.",,,,,,6,2,1,,Enabled,,,,,
21077,286,21077,MC,"Identify and choose whether the sentence is a run-on,fragmented or a complete sentence.<br/>  <br/> The brown haired girl wearing the pink dress.",,,,,,7,2,1,,Enabled,,,,,
21078,286,21078,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   Sheila was riding her bike towards the hill, she suddenly fell off her bike.",,,"Sheila was riding her bike towards the hill. But,she suddenly fell off her bike.",,,8,2,1,,Enabled,,,,,
21079,286,21079,FIB,Correct the run-on or fragmented sentence.<br/>  <br/>   The red hooded girl,,,The red hooded girl was picking apples.,,,9,2,1,,Enabled,,,,,
21080,286,21080,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   Jack ran toward the exit,but, it was already too late.",,,"Jack ran toward the exit. But,it was already too late.",,,10,2,1,,Enabled,,,,,
21081,286,21081,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   Although, he tried his best",,,"Although he tried his best,he was still unable to win the game.",,,11,2,1,,Enabled,,,,,
21082,286,21082,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   Pete saw the fight,however,he was too scared to tell anyone.",,,"Pete saw the fight. However,he was too scared to tell anyone.",,,12,2,1,,Enabled,,,,,
21083,286,21083,FIB,Correct the run-on or fragmented sentence.<br/>  <br/>   After hurriedly running towards the room,,,"After hurriedly running towards the room,everybody was gasping for air.",,,13,2,1,,Enabled,,,,,
21084,286,21084,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   John went inside the room an hour ago,everybody could not help but try to take a peek inside.",,,"John went inside the room an hour ago. However,everybody could not help but try to take a peek inside.",,,14,2,1,,Enabled,,,,,
21085,286,21085,FIB,Correct the run-on or fragmented sentence.<br/>  <br/>   have gone to the park.,,,They have gone to the park,,,15,2,1,,Enabled,,,,,
21086,286,21086,FIB,Correct the run-on or fragmented sentence.<br/>  <br/>   The red haired girl,,,The red haired girl is walking down the street.,,,16,2,1,,Enabled,,,,,
21087,286,21087,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   Jessica went home,she was sick.",,,"Jessica went home. Because,she was sick.",,,17,2,1,,Enabled,,,,,
21088,286,21088,FIB,Correct the run-on or fragmented sentence.<br/>  <br/>   Even though everything seemed fine.,,,"Even though everything seemed fine,everybody knew they felt bad about the bullying.",,,18,2,1,,Enabled,,,,,
21089,286,21089,FIB,"Correct the run-on or fragmented sentence.<br/>  <br/>   Jake is driving the car to work,he forgot to bring his lunch.",,,Jake is driving the car to work;he forgot to bring his lunch.,,,19,2,1,,Enabled,,,,,
21090,286,21090,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>To form a group full of brave men.,,,Fragmented sentence.,,,2,1,1,,Enabled,,,,,
21091,286,21091,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Roderick went to the park,he found his friends along the way.",,,Run-on,,,3,1,1,,Enabled,,,,,
21092,286,21092,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>The majestic looking horse,,,Fragmented sentence.,,,4,1,1,,Enabled,,,,,
21093,286,21093,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>Visiting in the forest.,,,Fragmented sentence.,,,5,1,1,,Enabled,,,,,
21094,286,21094,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>I was too nervous preparing for the interview, The man immediately called my name.",,,"
Run-on",,,6,1,1,,Enabled,,,,,
21095,286,21095,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Carol has been cleaning the house all day, she definitely needs to rest tomorrow.",,,Run-on,,,7,1,1,,Enabled,,,,,
21096,286,21096,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Megan is a doctor, she is prepared for any medical emergencies.",,,Run-on,,,8,1,1,,Enabled,,,,,
21097,286,21097,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>While I was gone,,,Fragmented sentence.,,,9,1,1,,Enabled,,,,,
21098,286,21098,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>Although it's a good idea,,,Fragmented sentence.,,,10,1,1,,Enabled,,,,,
21099,286,21099,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Luis is helping with the house chores, his mom asked him to help.",,,Run-on,,,11,1,1,,Enabled,,,,,
21100,286,21100,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Ron is a shy boy, he does not have many friends.",,,Run-on,,,12,1,1,,Enabled,,,,,
21101,286,21101,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>Because we have nowhere else to go,,,Fragmented sentence.,,,13,1,1,,Enabled,,,,,
21102,286,21102,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>But, somehow we can do better.",,,Fragmented sentence.,,,14,1,1,,Enabled,,,,,
21103,286,21103,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Jack is a skilled lumberjack, he loves the outdoors.",,,Run-on,,,15,1,1,,Enabled,,,,,
21104,286,21104,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Mysterious the great is a magician, he can do all kinds of magic tricks.",,,Run-on,,,16,1,1,,Enabled,,,,,
21105,286,21105,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>The blue whale in the open seas,,,Fragmented sentence.,,,17,1,1,,Enabled,,,,,
21106,286,21106,FIB,Identify if it is a run-on or fragmented sentence.<br/><br/>The odd looking mushroom in the dark forest.,,,Fragmented sentence.,,,18,1,1,,Enabled,,,,,
21107,286,21107,FIB,"Identify if it is a run-on or fragmented sentence.<br/><br/>Nathan loves to go on an adventure, he is always on the hunt for some treasure.",,,Run-on,,,19,1,1,,Enabled,,,,,
21108,287,21108,MC,Identify the sentence and choose the answer.<br/><br/>I am happy.,,,,,,6,1,1,,Enabled,,,,,
21109,287,21109,MC,Identify the sentence and choose the answer.<br/><br/>Rick is running for the marathon,,,,,,7,1,1,,Enabled,,,,,
21110,287,21110,MC,Identify the sentence and choose the answer.<br/><br/>Jessica has been studying all night.,,,,,,8,1,1,,Enabled,,,,,
21111,287,21111,MC,"Identify the sentence and choose the answer.<br/><br/>Jake is reading a new script for tomorrow, and he will be helping the actors prepare.",,,,,,9,1,1,,Enabled,,,,,
21112,287,21112,MC,"Identify the sentence and choose the answer.<br/><br/>Kurt is afraid of ghost, because he saw one before",,,,,,10,1,1,,Enabled,,,,,
21113,287,21113,MC,"Identify the sentence and choose the answer.<br/><br/>After being chased away by the dog, he is still not afraid",,,,,,11,1,1,,Enabled,,,,,
21114,287,21114,MC,Identify the sentence and choose the answer.<br/><br/>The fiery red flames were burning the forest at night.,,,,,,12,1,1,,Enabled,,,,,
21115,287,21115,MC,"Identify the sentence and choose the answer.<br/><br/>The owl sleeps during the day, and it is awake at night.",,,,,,13,1,1,,Enabled,,,,,
21116,287,21116,MC,"Identify the sentence and choose the answer.<br/><br/>The bear eats fish, and it also eats honey.",,,,,,14,1,1,,Enabled,,,,,
21117,287,21117,MC,"Identify the sentence and choose the answer.<br/><br/>Because I injured my leg, I can't walk properly.",,,,,,15,1,1,,Enabled,,,,,
21118,287,21118,MC,"Identify the sentence and choose the answer.<br/><br/>I am sure he would have won, unless an accident happened.",,,,,,16,1,1,,Enabled,,,,,
21119,287,21119,MC,"Identify the sentence and choose the answer.<br/><br/>Alex sent a message to John, but he never got a reply.",,,,,,17,1,1,,Enabled,,,,,
21120,287,21120,MC,Identify the sentence and choose the answer.<br/><br/>Ronald spent an entire year preparing to go fishing with his son.,,,,,,18,1,1,,Enabled,,,,,
21121,287,21121,MC,Identify the sentence and choose the answer.<br/><br/>The circus comes to town every two years.,,,,,,19,1,1,,Enabled,,,,,
21122,287,21122,MC,"Identify the sentence and choose the answer.<br/><br/>The cat is chasing after the mice, but the mice got away.",,,,,,20,1,1,,Enabled,,,,,
21123,287,21123,MC,"Identify the sentence and choose the answer.<br/><br/>Henry likes to eat fish, and sometimes he has cravings for shrimp.",,,,,,6,2,1,,Enabled,,,,,
21124,287,21124,MC,"Identify the sentence and choose the answer.<br/><br/>Lucy got into the car, before her husband did.",,,,,,7,2,1,,Enabled,,,,,
21125,287,21125,MC,"Identify the sentence and choose the answer.<br/><br/>The boat sank into the ocean, even though the captain said it wouldn't",,,,,,8,2,1,,Enabled,,,,,
21126,287,21126,MC,Identify the sentence and choose the answer.<br/><br/>The black piano is going to be used for the play this evening.,,,,,,9,2,1,,Enabled,,,,,
21127,287,21127,MC,Identify the sentence and choose the answer.<br/><br/>The wooden bow is going to he used for archery practice.,,,,,,10,2,1,,Enabled,,,,,
21128,287,21128,MC,Identify the sentence and choose the answer.<br/><br/>My family ate in the nearest restaurant near school.,,,,,,11,2,1,,Enabled,,,,,
21129,287,21129,MC,"Identify the sentence and choose the answer.<br/><br/>Richard has been studying all night long, yet he told me he was not finished.",,,,,,12,2,1,,Enabled,,,,,
21130,287,21130,MC,"Identify the sentence and choose the answer.<br/><br/>The bunny was hopping toward its cage, and it was playing with its owner.",,,,,,13,2,1,,Enabled,,,,,
21131,287,21131,FIB,"Complete the compound-complex sentence using the following conjunctions <br/>  (and, or, hence, therefore, but). <br/><br/>I like to read. My favorite genre is adventure. I find romance novels boring.",,,"I like to read and my favorite genre is adventure,hence I find romance novels boring.",,,14,2,1,,Enabled,,,,,
21132,287,21132,FIB,"Complete the compound-complex sentence using the following conjunctions <br/>  (as, or, hence, because, but). <br/><br/> The bird flew over the tree. It fell down. The wind blew it over.",,,"The bird flew over the tree as it fell down,because the wind blew it over.",,,15,2,1,,Enabled,,,,,
21133,287,21133,FIB,"Complete the compound-complex sentence. <br/> (hence, and, because, but). <br/><br/> Tonight is going to be a harsh night. we have not prepared anything at all. the supplies just ran out.",,,Tonight is going to be a harsh night because we have not prepared anything at all and the supplies just ran out.,,,16,2,1,,Enabled,,,,,
21134,287,21134,FIB,"Complete the compound-complex sentence. <br/>  (and, but, although, if, so). <br/><br/> I hate waking up early in the morning, I have to go to school. It would not hurt to have classes start later in the morning.",,,"I hate waking up early in the morning,but I have to go to school although it would not hurt to have classes start later in the morning.",,,17,2,1,,Enabled,,,,,
21135,287,21135,FIB,"Complete the compound-complex sentence. <br/>  (and, but, although, however, After, so). <br/><br/> I wanted to go get dinner. I watched a movie.  There was a long line.",,,I wanted to get dinner after watching a movie but there was a long line.,,,18,2,1,,Enabled,,,,,
21136,287,21136,FIB,"Complete the compound-complex sentence. <br/>  (and, but, although, however, if, so). <br/><br/> Dogs are very playful. They often chase a lot of things. I still prefer cats.",,,"Dogs are very playful and they often chase a lot of things, however, I still prefer cats.",,,19,2,1,,Enabled,,,,,
21137,287,21137,FIB,"Complete the compound-complex sentence. <br/>  (and, but, although, however, if, so). <br/><br/> Even if the line is long, I will wait here. Try to ask people questions.",,,"Even if the line is long, I will wait here and try to ask people questions.",,,5,3,1,,Enabled,,,,,
21138,287,21138,FIB,"Complete the compound-complex sentence.<br/>  (and, but, because, however, if, so). <br/><br/>  You should be careful at night. You can barely see anything. Many people have had their wallets stolen.",,,You should be careful at night because you can barely see anything and many people have had their wallets stolen.,,,6,3,1,,Enabled,,,,,
21139,287,21139,FIB,"Complete the compound-complex sentence. <br/>  (and, but, although, because, if, so). <br/><br/> I got left behind. I woke up late. ",,,I got left behind because I woke up late.,,,7,3,1,,Enabled,,,,,
