45,2,147,100055,,5+6,,N,0,,,,,,,,,,,,,,,,,
46,2,147,100056,,7+3,,Y,1,,,,,,,,,,,,,,,,,
47,2,147,100057,,8+4,,N,0,,,,,,,,,,,,,,,,,
48,2,149,100059,,11+12,,N,0,,,,,,,,,,,,,,,,,
49,2,149,100060,,15+3,,N,0,,,,,,,,,,,,,,,,,
50,2,149,100061,,10+10,,Y,1,,,,,,,,,,,,,,,,,
51,2,149,100062,,16+2,,N,0,,,,,,,,,,,,,,,,,
52,2,150,100063,,24,,N,0,,,,,,,,,,,,,,,,,
53,2,150,100064,,22,,Y,1,,,,,,,,,,,,,,,,,
54,2,150,100065,,25,,N,0,,,,,,,,,,,,,,,,,
55,2,150,100066,,20,,N,0,,,,,,,,,,,,,,,,,
56,2,151,100067,,3,,N,0,,,,,,,,,,,,,,,,,
57,2,151,100068,,7,,N,0,,,,,,,,,,,,,,,,,
58,2,151,100069,,8,,N,0,,,,,,,,,,,,,,,,,
59,2,151,100070,,6,,Y,1,,,,,,,,,,,,,,,,,
60,2,153,100072,,7+8,,Y,1,,,,,,,,,,,,,,,,,
61,2,153,100073,,10+4,,N,0,,,,,,,,,,,,,,,,,
62,2,153,100074,,9+6,,N,0,,,,,,,,,,,,,,,,,
63,2,153,100075,,13+6,,N,0,,,,,,,,,,,,,,,,,
64,2,159,100081,,23,,N,0,,,,,,,,,,,,,,,,,
65,2,159,100082,,27,,Y,1,,,,,,,,,,,,,,,,,
66,2,159,100083,,25,,N,0,,,,,,,,,,,,,,,,,
67,2,159,100084,,28,,N,0,,,,,,,,,,,,,,,,,
68,3,206,100091,,9,,N,0,,,,,,,,,,,,,,,,,
69,3,206,100092,,7,,Y,1,,,,,,,,,,,,,,,,,
70,3,206,100093,,6,,N,0,,,,,,,,,,,,,,,,,
71,3,206,100094,,8,,N,0,,,,,,,,,,,,,,,,,
72,3,207,100095,,6,,N,0,,,,,,,,,,,,,,,,,
73,3,207,100096,,4,,N,0,,,,,,,,,,,,,,,,,
74,3,207,100097,,3,,Y,1,,,,,,,,,,,,,,,,,
75,3,207,100098,,2,,N,0,,,,,,,,,,,,,,,,,
76,3,208,100099,,7,,Y,1,,,,,,,,,,,,,,,,,
77,3,208,100100,,4,,N,0,,,,,,,,,,,,,,,,,
78,3,208,100101,,3,,N,0,,,,,,,,,,,,,,,,,
79,3,208,100102,,2,,N,0,,,,,,,,,,,,,,,,,
80,3,209,100103,,6,,N,0,,,,,,,,,,,,,,,,,
81,3,209,100104,,1,,Y,1,,,,,,,,,,,,,,,,,
82,3,209,100105,,4,,N,0,,,,,,,,,,,,,,,,,
83,3,209,100106,,8,,N,0,,,,,,,,,,,,,,,,,
84,3,210,100107,,5,,Y,1,,,,,,,,,,,,,,,,,
85,3,210,100108,,6,,N,0,,,,,,,,,,,,,,,,,
86,3,210,100109,,7,,N,0,,,,,,,,,,,,,,,,,
87,3,210,100110,,8,,N,0,,,,,,,,,,,,,,,,,
88,3,214,100114,,12,,N,0,,,,,,,,,,,,,,,,,
89,3,214,100115,,7,,N,0,,,,,,,,,,,,,,,,,
90,3,214,100116,,9,,N,0,,,,,,,,,,,,,,,,,
91,3,214,100117,,10,,Y,1,,,,,,,,,,,,,,,,,
92,3,215,100118,,18,,Y,1,,,,,,,,,,,,,,,,,
93,3,215,100119,,15,,N,0,,,,,,,,,,,,,,,,,
94,3,215,100120,,20,,N,0,,,,,,,,,,,,,,,,,
95,3,215,100121,,17,,N,0,,,,,,,,,,,,,,,,,
96,3,216,100122,,25,,N,0,,,,,,,,,,,,,,,,,
97,3,216,100123,,20,,N,0,,,,,,,,,,,,,,,,,
98,3,216,100124,,22,,Y,1,,,,,,,,,,,,,,,,,
99,3,216,100125,,27,,N,0,,,,,,,,,,,,,,,,,
100,4,226,100135,,Square,,N,0,,,,,,,,,,,,,,,,,
101,4,226,100136,,Rectangle,,N,0,,,,,,,,,,,,,,,,,
102,4,226,100137,,Circle,,Y,1,,,,,,,,,,,,,,,,,
103,4,226,100138,,Triangle,,N,0,,,,,,,,,,,,,,,,,
104,4,317,100139,,Square,,Y,1,,,,,,,,,,,,,,,,,
105,4,317,100140,,Rectangle,,N,0,,,,,,,,,,,,,,,,,
106,4,317,100141,,Circle,,N,0,,,,,,,,,,,,,,,,,
107,4,317,100142,,Triangle,,N,0,,,,,,,,,,,,,,,,,
108,4,318,100143,,Square,,N,0,,,,,,,,,,,,,,,,,
109,4,318,100144,,Rectangle,,N,0,,,,,,,,,,,,,,,,,
110,4,318,100145,,Circle,,N,0,,,,,,,,,,,,,,,,,
111,4,318,100146,,Triangle,,Y,1,,,,,,,,,,,,,,,,,
112,4,319,100147,,Square,,N,0,,,,,,,,,,,,,,,,,
113,4,319,100148,,Rectangle,,Y,1,,,,,,,,,,,,,,,,,
114,4,319,100149,,Circle,,N,0,,,,,,,,,,,,,,,,,
115,4,319,100150,,Triangle,,N,0,,,,,,,,,,,,,,,,,
116,4,320,100151,,5,,N,0,,,,,,,,,,,,,,,,,
117,4,320,100152,,6,,N,0,,,,,,,,,,,,,,,,,
118,4,320,100153,,3,,N,0,,,,,,,,,,,,,,,,,
119,4,320,100154,,4,,Y,1,,,,,,,,,,,,,,,,,
120,4,321,100155,,1,,N,0,,,,,,,,,,,,,,,,,
121,4,321,100156,,2,,N,0,,,,,,,,,,,,,,,,,
122,4,321,100157,,3,,Y,1,,,,,,,,,,,,,,,,,
123,4,321,100158,,4,,N,0,,,,,,,,,,,,,,,,,
124,4,322,100159,,4,,Y,1,,,,,,,,,,,,,,,,,
125,4,322,100160,,3,,N,0,,,,,,,,,,,,,,,,,
126,4,322,100161,,2,,N,0,,,,,,,,,,,,,,,,,
127,4,322,100162,,5,,N,0,,,,,,,,,,,,,,,,,
128,4,323,100163,,0,,N,0,,,,,,,,,,,,,,,,,
129,4,323,100164,,1,,Y,1,,,,,,,,,,,,,,,,,
130,4,323,100165,,2,,N,0,,,,,,,,,,,,,,,,,
131,4,323,100166,,3,,N,0,,,,,,,,,,,,,,,,,
132,4,324,100167,,,square.jpg,Y,1,,,,,,,,,,,,,,,,,
133,4,324,100168,,,circle.png,N,0,,,,,,,,,,,,,,,,,
134,4,324,100169,,,triangle.jpg,N,0,,,,,,,,,,,,,,,,,
135,4,324,100170,,,rectangle.jpg,N,0,,,,,,,,,,,,,,,,,
136,4,325,100171,,,square.jpg,N,0,,,,,,,,,,,,,,,,,
137,4,325,100172,,,circle.png,N,0,,,,,,,,,,,,,,,,,
138,4,325,100173,,,triangle.jpg,Y,1,,,,,,,,,,,,,,,,,
139,4,325,100174,,,rectangle.jpg,N,0,,,,,,,,,,,,,,,,,
140,4,326,100175,,,square.jpg,N,0,,,,,,,,,,,,,,,,,
141,4,326,100176,,,circle.png,N,0,,,,,,,,,,,,,,,,,
142,4,326,100177,,,triangle.jpg,N,0,,,,,,,,,,,,,,,,,
143,4,326,100178,,,rectangle.jpg,Y,1,,,,,,,,,,,,,,,,,
144,4,327,100179,,Trapezoid,trapezoid.png,N,0,,,,,,,,,,,,,,,,,
145,4,327,100180,,Pentagon,pentagon.png,Y,1,,,,,,,,,,,,,,,,,
146,4,327,100181,,Rectangle,rectangle.jpg,N,0,,,,,,,,,,,,,,,,,
147,4,327,100182,,Octagon,octagon.png,N,0,,,,,,,,,,,,,,,,,
148,4,328,100183,,Square,square.jpg,Y,1,,,,,,,,,,,,,,,,,
149,4,328,100184,,Circle,circle.png,N,0,,,,,,,,,,,,,,,,,
150,4,328,100185,,Pentagon,pentagon.png,N,0,,,,,,,,,,,,,,,,,
151,4,328,100186,,Triangle,right-triangle.png,N,0,,,,,,,,,,,,,,,,,
152,4,329,100187,,Hexagon,hexagon.png,N,0,,,,,,,,,,,,,,,,,
153,4,329,100188,,Rectangle,rectangle.jpg,N,0,,,,,,,,,,,,,,,,,
154,4,329,100189,,Pentagon,pentagon.png,N,0,,,,,,,,,,,,,,,,,
155,4,329,100190,,Triangle,right-triangle.png,Y,1,,,,,,,,,,,,,,,,,
156,4,330,100191,,Square,square.jpg,N,0,,,,,,,,,,,,,,,,,
157,4,330,100192,,Hexagon,hexagon.png,N,0,,,,,,,,,,,,,,,,,
158,4,330,100193,,Pentagon,pentagon.png,Y,1,,,,,,,,,,,,,,,,,
159,4,330,100194,,Rectangle,rectangle.jpg,N,0,,,,,,,,,,,,,,,,,
160,4,331,100195,,Hexagon,hexagon.png,Y,1,,,,,,,,,,,,,,,,,
161,4,331,100196,,Pentagon,pentagon.png,N,0,,,,,,,,,,,,,,,,,
162,4,331,100197,,Octagon,octagon.png,N,0,,,,,,,,,,,,,,,,,
163,4,331,100198,,Square,square.jpg,N,0,,,,,,,,,,,,,,,,,
164,4,332,100199,,Square,square.jpg,N,0,,,,,,,,,,,,,,,,,
165,4,332,100200,,Triangle,triangle.jpg,N,0,,,,,,,,,,,,,,,,,
166,4,332,100201,,Hexagon,hexagon.png,N,0,,,,,,,,,,,,,,,,,
167,4,332,100202,,Octagon,octagon.png,Y,1,,,,,,,,,,,,,,,,,
168,4,335,100205,,TRUE,,Y,1,,,,,,,,,,,,,,,,,
169,4,335,100206,,FALSE,,N,0,,,,,,,,,,,,,,,,,
170,5,336,100207,,Hexagon,,N,0,,,,,,,,,,,,,,,,,
171,5,336,100208,,Pentagon,,Y,1,,,,,,,,,,,,,,,,,
172,5,336,100209,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
173,5,337,100210,,Soccer ball,,N,0,,,,,,,,,,,,,,,,,
174,5,337,100211,,Football,,Y,1,,,,,,,,,,,,,,,,,
175,5,337,100212,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
176,5,338,100213,,Red,,Y,1,,,,,,,,,,,,,,,,,
177,5,338,100214,,Yellow,,N,0,,,,,,,,,,,,,,,,,
178,5,338,100215,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
179,5,339,100216,,Strawberry,,Y,1,,,,,,,,,,,,,,,,,
180,5,339,100217,,Lemon,,N,0,,,,,,,,,,,,,,,,,
181,5,339,100218,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
182,5,340,100219,,Heart,,N,0,,,,,,,,,,,,,,,,,
183,5,340,100220,,Star,,Y,1,,,,,,,,,,,,,,,,,
184,5,340,100221,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
185,5,341,100222,,Lemon,,N,0,,,,,,,,,,,,,,,,,
186,5,341,100223,,Strawberry,,N,0,,,,,,,,,,,,,,,,,
187,5,341,100224,,Equal Chance,,Y,1,,,,,,,,,,,,,,,,,
188,5,342,100225,,For Sure,,N,0,,,,,,,,,,,,,,,,,
189,5,342,100226,,Most Likely,,Y,1,,,,,,,,,,,,,,,,,
190,5,342,100227,,Less Likely ,,N,0,,,,,,,,,,,,,,,,,
191,5,342,100228,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
192,5,343,100229,,For Sure,,N,0,,,,,,,,,,,,,,,,,
193,5,343,100230,,Most Likely,,Y,1,,,,,,,,,,,,,,,,,
194,5,343,100231,,Less Likely ,,N,0,,,,,,,,,,,,,,,,,
195,5,343,100232,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
196,5,344,100233,,For Sure,,N,0,,,,,,,,,,,,,,,,,
197,5,344,100234,,Most Likely,,N,0,,,,,,,,,,,,,,,,,
198,5,344,100235,,Less Likely ,,Y,1,,,,,,,,,,,,,,,,,
199,5,344,100236,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
200,5,345,100237,,For Sure,,N,0,,,,,,,,,,,,,,,,,
201,5,345,100238,,Most Likely,,Y,1,,,,,,,,,,,,,,,,,
202,5,345,100239,,Less Likely ,,N,0,,,,,,,,,,,,,,,,,
203,5,345,100240,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
204,5,346,100241,,For Sure,,N,0,,,,,,,,,,,,,,,,,
205,5,346,100242,,Most Likely,,N,0,,,,,,,,,,,,,,,,,
206,5,346,100243,,Less Likely ,,Y,1,,,,,,,,,,,,,,,,,
207,5,346,100244,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
208,5,373,100245,,For Sure,,Y,1,,,,,,,,,,,,,,,,,
209,5,373,100246,,Most Likely,,N,0,,,,,,,,,,,,,,,,,
210,5,373,100247,,Less Likely ,,N,0,,,,,,,,,,,,,,,,,
211,5,373,100248,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
212,5,374,100249,,For Sure,,N,0,,,,,,,,,,,,,,,,,
213,5,374,100250,,Most Likely,,N,0,,,,,,,,,,,,,,,,,
214,5,374,100251,,Less Likely ,,N,0,,,,,,,,,,,,,,,,,
215,5,374,100252,,Indefinite ,,Y,1,,,,,,,,,,,,,,,,,
216,5,375,100253,,For Sure,,N,0,,,,,,,,,,,,,,,,,
217,5,375,100254,,Most Likely,,Y,1,,,,,,,,,,,,,,,,,
218,5,375,100255,,Less Likely ,,N,0,,,,,,,,,,,,,,,,,
219,5,375,100256,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
220,5,376,100257,,For Sure,,N,0,,,,,,,,,,,,,,,,,
221,5,376,100258,,Most Likely,,N,0,,,,,,,,,,,,,,,,,
222,5,376,100259,,Less Likely ,,Y,1,,,,,,,,,,,,,,,,,
223,5,376,100260,,Indefinite ,,N,0,,,,,,,,,,,,,,,,,
224,5,377,100261,,Red,,Y,1,,,,,,,,,,,,,,,,,
225,5,377,100262,,Green,,N,0,,,,,,,,,,,,,,,,,
226,5,377,100263,,Yellow,,N,0,,,,,,,,,,,,,,,,,
227,5,377,100264,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
228,5,378,100265,,Red,,N,0,,,,,,,,,,,,,,,,,
229,5,378,100266,,Green,,N,0,,,,,,,,,,,,,,,,,
230,5,378,100267,,Yellow,,Y,1,,,,,,,,,,,,,,,,,
231,5,378,100268,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
232,5,379,100269,,Red,,N,0,,,,,,,,,,,,,,,,,
233,5,379,100270,,Green,,N,0,,,,,,,,,,,,,,,,,
234,5,379,100271,,Yellow,,Y,1,,,,,,,,,,,,,,,,,
235,5,379,100272,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
236,5,380,100273,,Red,,Y,1,,,,,,,,,,,,,,,,,
237,5,380,100274,,Green,,N,0,,,,,,,,,,,,,,,,,
238,5,380,100275,,Yellow,,N,0,,,,,,,,,,,,,,,,,
239,5,380,100276,,Equal Chance,,N,0,,,,,,,,,,,,,,,,,
240,5,381,100277,,Red,,N,0,,,,,,,,,,,,,,,,,
241,5,381,100278,,Green,,N,0,,,,,,,,,,,,,,,,,
242,5,381,100279,,Yellow,,N,0,,,,,,,,,,,,,,,,,
243,5,381,100280,,Equal Chance,,Y,1,,,,,,,,,,,,,,,,,
244,6,382,100281,,About 10,,Y,1,,,,,,,,,,,,,,,,,
245,6,382,100282,,About 5,,N,0,,,,,,,,,,,,,,,,,
246,6,382,100283,,About 20,,N,0,,,,,,,,,,,,,,,,,
247,6,383,100284,,About 5,,N,0,,,,,,,,,,,,,,,,,
248,6,383,100285,,About 10,,N,0,,,,,,,,,,,,,,,,,
249,6,383,100286,,About 15,,Y,1,,,,,,,,,,,,,,,,,
250,6,384,100287,,About 15,,N,0,,,,,,,,,,,,,,,,,
251,6,384,100288,,About 30,,Y,1,,,,,,,,,,,,,,,,,
252,6,384,100289,,About 40,,N,0,,,,,,,,,,,,,,,,,
253,6,385,100290,,About 10,,Y,1,,,,,,,,,,,,,,,,,
254,6,385,100291,,About 15,,N,0,,,,,,,,,,,,,,,,,
255,6,385,100292,,About 20,,N,0,,,,,,,,,,,,,,,,,
256,6,386,100293,,About 70,,N,0,,,,,,,,,,,,,,,,,
257,6,386,100294,,About 65,,N,0,,,,,,,,,,,,,,,,,
258,6,386,100295,,About 55,,Y,1,,,,,,,,,,,,,,,,,
259,6,387,100296,,About 5,,N,0,,,,,,,,,,,,,,,,,
260,6,387,100297,,About 10,,Y,1,,,,,,,,,,,,,,,,,
261,6,387,100298,,About 15,,N,0,,,,,,,,,,,,,,,,,
262,6,388,100299,,About 5,,Y,1,,,,,,,,,,,,,,,,,
263,6,388,100300,,About 10,,N,0,,,,,,,,,,,,,,,,,
264,6,388,100301,,About 15,,N,0,,,,,,,,,,,,,,,,,
265,6,389,100302,,About 5,,N,0,,,,,,,,,,,,,,,,,
266,6,389,100303,,About 10,,Y,1,,,,,,,,,,,,,,,,,
267,6,389,100304,,About 15,,N,0,,,,,,,,,,,,,,,,,
268,6,390,100305,,About 5,,N,0,,,,,,,,,,,,,,,,,
269,6,390,100306,,About 10,,Y,1,,,,,,,,,,,,,,,,,
270,6,390,100307,,About 15,,N,0,,,,,,,,,,,,,,,,,
271,6,437,100308,,About 10,,N,0,,,,,,,,,,,,,,,,,
272,6,437,100309,,About 15,,N,0,,,,,,,,,,,,,,,,,
273,6,437,100310,,About 20,,Y,1,,,,,,,,,,,,,,,,,
274,6,438,100311,,0,,N,0,,,,,,,,,,,,,,,,,
275,6,438,100312,,10,,Y,1,,,,,,,,,,,,,,,,,
276,6,438,100313,,20,,N,0,,,,,,,,,,,,,,,,,
277,6,439,100314,,10,,N,0,,,,,,,,,,,,,,,,,
278,6,439,100315,,20,,Y,1,,,,,,,,,,,,,,,,,
279,6,439,100316,,30,,N,0,,,,,,,,,,,,,,,,,
280,6,440,100317,,10,,N,0,,,,,,,,,,,,,,,,,
281,6,440,100318,,20,,Y,1,,,,,,,,,,,,,,,,,
282,6,440,100319,,30,,N,0,,,,,,,,,,,,,,,,,
283,6,443,100322,,25+22,,Y,1,,,,,,,,,,,,,,,,,
284,6,443,100323,,30+35,,N,0,,,,,,,,,,,,,,,,,
285,6,443,100324,,20+18,,N,0,,,,,,,,,,,,,,,,,
286,6,443,100325,,30+12,,N,0,,,,,,,,,,,,,,,,,
287,6,444,100326,,50+14,,N,0,,,,,,,,,,,,,,,,,
288,6,444,100327,,60+30,,N,0,,,,,,,,,,,,,,,,,
289,6,444,100328,,30+40,,Y,1,,,,,,,,,,,,,,,,,
290,6,444,100329,,70+10,,N,0,,,,,,,,,,,,,,,,,
291,6,445,100330,,50+21,,N,0,,,,,,,,,,,,,,,,,
292,6,445,100331,,25+42,,N,0,,,,,,,,,,,,,,,,,
293,6,445,100332,,20+50,,N,0,,,,,,,,,,,,,,,,,
294,6,445,100333,,32+35,,Y,1,,,,,,,,,,,,,,,,,
295,6,446,100334,,70+20,,Y,1,,,,,,,,,,,,,,,,,
296,6,446,100335,,50+30,,N,0,,,,,,,,,,,,,,,,,
297,6,446,100336,,40+62,,N,0,,,,,,,,,,,,,,,,,
298,6,446,100337,,53+29,,N,0,,,,,,,,,,,,,,,,,
299,6,447,100338,,30+45,,N,0,,,,,,,,,,,,,,,,,
300,6,447,100339,,70+12,,Y,1,,,,,,,,,,,,,,,,,
301,6,447,100340,,52+25,,N,0,,,,,,,,,,,,,,,,,
302,6,447,100341,,30+62,,N,0,,,,,,,,,,,,,,,,,
303,7,448,100342,,Right,,N,0,,,,,,,,,,,,,,,,,
304,7,448,100343,,Center,,N,0,,,,,,,,,,,,,,,,,
305,7,448,100344,,Left,,Y,1,,,,,,,,,,,,,,,,,
306,7,449,100345,,Circle,,N,0,,,,,,,,,,,,,,,,,
307,7,449,100346,,Square,,N,0,,,,,,,,,,,,,,,,,
308,7,449,100347,,Triangle,,Y,1,,,,,,,,,,,,,,,,,
309,7,450,100348,,Right,,Y,1,,,,,,,,,,,,,,,,,
310,7,450,100349,,Center,,N,0,,,,,,,,,,,,,,,,,
311,7,450,100350,,Left,,N,0,,,,,,,,,,,,,,,,,
312,7,451,100351,,Coconuts,,N,0,,,,,,,,,,,,,,,,,
313,7,451,100352,,Tomatoes,,Y,1,,,,,,,,,,,,,,,,,
314,7,451,100353,,Broccoli ,,N,0,,,,,,,,,,,,,,,,,
315,7,469,100354,,Left,,Y,1,,,,,,,,,,,,,,,,,
316,7,469,100355,,Right,,N,0,,,,,,,,,,,,,,,,,
317,7,470,100356,,Banana,,N,0,,,,,,,,,,,,,,,,,
318,7,470,100357,,Apple,,Y,1,,,,,,,,,,,,,,,,,
319,7,470,100358,,Grapes,,N,0,,,,,,,,,,,,,,,,,
320,7,471,100359,,Apple,,N,0,,,,,,,,,,,,,,,,,
321,7,471,100360,,Banana,,Y,1,,,,,,,,,,,,,,,,,
322,7,472,100361,,Top,,N,0,,,,,,,,,,,,,,,,,
323,7,472,100362,,Bottom,,Y,1,,,,,,,,,,,,,,,,,
324,7,473,100363,,Center,,Y,1,,,,,,,,,,,,,,,,,
325,7,473,100364,,Top,,N,0,,,,,,,,,,,,,,,,,
326,7,473,100365,,Bottom,,N,0,,,,,,,,,,,,,,,,,
327,7,474,100366,,Baseball,,N,0,,,,,,,,,,,,,,,,,
328,7,474,100367,,Basketball ,,Y,1,,,,,,,,,,,,,,,,,
329,7,475,100368,,Star,,N,0,,,,,,,,,,,,,,,,,
330,7,475,100369,,Circle,,N,0,,,,,,,,,,,,,,,,,
331,7,475,100370,,Square ,,N,0,,,,,,,,,,,,,,,,,
332,7,475,100371,,Triangle,,N,0,,,,,,,,,,,,,,,,,
333,7,476,100372,,Star,,N,0,,,,,,,,,,,,,,,,,
334,7,476,100373,,Circle,,Y,1,,,,,,,,,,,,,,,,,
335,7,476,100374,,Square ,,N,0,,,,,,,,,,,,,,,,,
336,7,476,100375,,Triangle,,N,0,,,,,,,,,,,,,,,,,
337,7,477,100376,,Star,,N,0,,,,,,,,,,,,,,,,,
338,7,477,100377,,Circle,,N,0,,,,,,,,,,,,,,,,,
339,7,477,100378,,Square ,,Y,1,,,,,,,,,,,,,,,,,
340,7,477,100379,,Triangle,,N,0,,,,,,,,,,,,,,,,,
341,7,478,100380,,Ping Pong,,N,0,,,,,,,,,,,,,,,,,
342,7,478,100381,,Basketball ,,Y,1,,,,,,,,,,,,,,,,,
343,7,478,100382,,Baseball,,N,0,,,,,,,,,,,,,,,,,
344,7,478,100383,,Soccer,,N,0,,,,,,,,,,,,,,,,,
345,7,478,100384,,Tennis,,N,0,,,,,,,,,,,,,,,,,
346,7,478,100385,,Football,,N,0,,,,,,,,,,,,,,,,,
347,7,479,100386,,Ping Pong,,N,0,,,,,,,,,,,,,,,,,
348,7,479,100387,,Basketball ,,N,0,,,,,,,,,,,,,,,,,
349,7,479,100388,,Baseball,,N,0,,,,,,,,,,,,,,,,,
350,7,479,100389,,Soccer,,Y,1,,,,,,,,,,,,,,,,,
351,7,479,100390,,Tennis,,N,0,,,,,,,,,,,,,,,,,
352,7,479,100391,,Football,,N,0,,,,,,,,,,,,,,,,,
353,7,480,100395,,Soccer,,Y,1,,,,,,,,,,,,,,,,,
354,7,480,100396,,Tennis,,N,0,,,,,,,,,,,,,,,,,
355,7,480,100397,,Football,,N,0,,,,,,,,,,,,,,,,,
356,7,481,100398,,Top Left,,N,0,,,,,,,,,,,,,,,,,
357,7,481,100399,,Top Center,,N,0,,,,,,,,,,,,,,,,,
358,7,481,100400,,Top Right,,N,0,,,,,,,,,,,,,,,,,
359,7,481,100401,,Center Left,,N,0,,,,,,,,,,,,,,,,,
360,7,481,100402,,Center,,Y,1,,,,,,,,,,,,,,,,,
361,7,481,100403,,Center Right,,N,0,,,,,,,,,,,,,,,,,
362,7,481,100404,,Bottom Left,,N,0,,,,,,,,,,,,,,,,,
363,7,481,100405,,Bottom Center,,N,0,,,,,,,,,,,,,,,,,
364,7,481,100406,,Bottom Right,,N,0,,,,,,,,,,,,,,,,,
365,7,482,100407,,Top Left,,N,0,,,,,,,,,,,,,,,,,
366,7,482,100408,,Top Center,,N,0,,,,,,,,,,,,,,,,,
367,7,482,100409,,Top Right,,Y,1,,,,,,,,,,,,,,,,,
368,7,482,100410,,Center Left,,N,0,,,,,,,,,,,,,,,,,
369,7,482,100411,,Center,,N,0,,,,,,,,,,,,,,,,,
370,7,482,100412,,Center Right,,N,0,,,,,,,,,,,,,,,,,
371,7,482,100413,,Bottom Left,,N,0,,,,,,,,,,,,,,,,,
372,7,482,100414,,Bottom Center,,N,0,,,,,,,,,,,,,,,,,
373,7,482,100415,,Bottom Right,,N,0,,,,,,,,,,,,,,,,,
374,7,483,100416,,Top Left,,N,0,,,,,,,,,,,,,,,,,
375,7,483,100417,,Top Center,,N,0,,,,,,,,,,,,,,,,,
376,7,483,100418,,Top Right,,N,0,,,,,,,,,,,,,,,,,
377,7,483,100419,,Center Left,,N,0,,,,,,,,,,,,,,,,,
378,7,483,100420,,Center,,N,0,,,,,,,,,,,,,,,,,
379,7,483,100421,,Center Right,,N,0,,,,,,,,,,,,,,,,,
