,521,31067,20,C,,equals_sign1.png,equals_sign1.png,No,0,1,,,,,
,521,31068,21,A,,dollar_sign.png,dollar_sign.png,No,0,1,,,,,
,521,31068,21,B,,addition_sign.png,addition_sign.png,Yes,1,1,,,,,
,521,31068,21,C,,number_sign.png,number_sign.png,No,0,1,,,,,
,521,31069,22,A,,approxiamate_sign.png,approxiamate_sign.png,No,0,1,,,,,
,521,31069,22,B,,divide_sign.png,divide_sign.png,No,0,1,,,,,
,521,31069,22,C,,multiplication_sign.png,multiplication_sign.png,Yes,1,1,,,,,
,521,31070,23,A,,number_sign.png,number_sign.png,No,0,1,,,,,
,521,31070,23,B,,multiplication_sign.png,multiplication_sign.png,Yes,1,1,,,,,
,521,31070,23,C,,multiplication_sign.png,multiplication_sign.png,No,0,1,,,,,
,521,31071,24,A,,division_sign.png,division_sign.png,Yes,1,1,,,,,
,521,31071,24,B,,number_sign.png,number_sign.png,No,0,1,,,,,
,521,31071,24,C,,not_equals_sign_2.png,not_equals_sign_2.png,No,0,1,,,,,
,521,31072,25,A,,greater_than_sign.png,greater_than_sign.png,No,0,1,,,,,
,521,31072,25,B,,division_sign.png,division_sign.png,Yes,1,1,,,,,
,521,31072,25,C,,less_thn_equal_sign.png,less_thn_equal_sign.png,No,0,1,,,,,
,521,31073,26,A,,approxiamate_sign.png,approxiamate_sign.png,No,0,1,,,,,
,521,31073,26,B,,not_equals_sign_2.png,not_equals_sign_2.png,No,0,1,,,,,
,521,31073,26,C,,equals_sign1.png,equals_sign1.png,Yes,1,1,,,,,
,521,31074,27,A,,equals_sign1.png,equals_sign1.png,No,0,1,,,,,
,521,31074,27,B,,not_equals_sign_2.png,not_equals_sign_2.png,Yes,1,1,,,,,
,521,31074,27,C,,divide_sign.png,divide_sign.png,No,0,1,,,,,
,521,31075,28,A,,less_than_sign.pmg,less_than_sign.pmg,Yes,1,1,,,,,
,521,31075,28,B,,greater_than_sign.png,greater_than_sign.png,No,0,1,,,,,
,521,31075,28,C,,less_thn_equal_sign.png,less_thn_equal_sign.png,No,0,1,,,,,
,521,31076,29,A,,less_thn_equal_sign.png,less_thn_equal_sign.png,No,0,1,,,,,
,521,31076,29,B,,greater_than_sign.png,greater_than_sign.png,Yes,1,1,,,,,
,521,31076,29,C,,greater_than_equal_sign.png,greater_than_equal_sign.png,No,0,1,,,,,
,521,31077,30,A,,greater_than_sign.png,greater_than_sign.png,No,0,1,,,,,
,521,31077,30,B,,less_than_sign.png,less_than_sign.png,No,0,1,,,,,
,521,31077,30,C,,less_thn_equal_sign.png,less_thn_equal_sign.png,Yes,1,1,,,,,
,521,31078,31,A,,greater_than_equal_sign.png,greater_than_equal_sign.png,No,0,1,,,,,
,521,31078,31,B,,greater_than_sign.png,greater_than_sign.png,Yes,1,1,,,,,
,521,31078,31,C,,less_thn_equal_sign.png,less_thn_equal_sign.png,No,0,1,,,,,
,521,31079,32,A,,addition_sign.png,addition_sign.png,Yes,1,1,,,,,
,521,31079,32,B,,subtraction_sign.png,subtraction_sign.png,No,0,1,,,,,
,521,31079,32,C,,multiplication_sign.png,multiplication_sign.png,No,0,1,,,,,
,521,31080,33,A,,multiplication_sign.png,multiplication_sign.png,No,0,1,,,,,
,521,31080,33,B,,subtraction_sign.png,subtraction_sign.png,Yes,1,1,,,,,
,521,31080,33,C,,division_sign.png,division_sign.png,No,0,1,,,,,
,521,31081,34,A,,number_sign.png,number_sign.png,No,0,1,,,,,
,521,31081,34,B,,dollar_sign.png,dollar_sign.png,No,0,1,,,,,
,521,31081,34,C,,percent_sign.png,percent_sign.png,Yes,1,1,,,,,
,521,31082,35,A,,number_sign.png,number_sign.png,No,0,1,,,,,
,521,31082,35,B,,dollar_sign.png,dollar_sign.png,Yes,1,1,,,,,
,521,31082,35,C,,percent_sign.png,percent_sign.png,No,0,1,,,,,
,521,31083,36,A,,number_sign.png,number_sign.png,Yes,1,1,,,,,
,521,31083,36,B,,dollar_sign.png,dollar_sign.png,No,0,1,,,,,
,521,31083,36,C,,percent_sign.png,percent_sign.png,No,0,1,,,,,
,521,31084,37,A,,multiplication_sign.png,multiplication_sign.png,No,0,1,,,,,
,521,31084,37,B,,approxiamate_sign.png,approxiamate_sign.png,Yes,1,1,,,,,
,521,31084,37,C,,division_sign.png,division_sign.png,No,0,1,,,,,
